date_mdy,month,journal_entry,location,location_accuracy,local_place,local_place_accuracy,latitude,latitude_origin,longitude,longitude_origin,transcription,quantity,unit,item,letter,letter_from,letter_to,wind_direction_am,wind_direction_pm,wind_direction_night,wind_speed_am,wind_speed_pm,wind_speed_night,weather_condition_am,weather_condition_pm,weather_condition_night,temperature_am,temperature_pm,temperature_night,image_path,image_description,recorder,notes,second_check,journal,transcription_accuracy,...1
12/8/1872,December,Took tea at Capt Thomas Smallidge,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/9/1872,December,Loafing or trying to sell a piece of land wrote letter to Charles C. Burrill,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,WD,1,NA,NA
12/10/1872,December,Repaired a gun worked on lathe,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/11/1872,December,Filled cellar way with brush,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/12/1872,December,Killed an ox with the help of John Shaw,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/13/1872,December,Commenced laying floor in harbor,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/14/1872,December,Finished laying floor Took the boat mermaid ashore for the winter,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/15/1872,December,Took tea at Capt Thos Smallidge Stoped eve.,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/16/1872,December,Work on boat getting ready to haul up on the bank,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/17/1872,December,Hauled the boat up to the bank for the winter,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/18/1872,December,Work in shop on lathe,Winter Harbor,NA,Shop,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/19/1872,December,Turned out a ball for Mr. tailor the teacher,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/20/1872,December,Work in shop stove windmill to pieces running with great speed,Winter Harbor,NA,Shop,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/21/1872,December,Repaired windmill reed letter from Geo. N. Loomis Lyfe Ins Agt Portsmouth N. H.,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,read,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/22/1872,December,Staid at home all day,Winter Harbor,NA,Home,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/23/1872,December,Build box for the belt of the windmill to sink in,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/24/1872,December,made towel rack acknoweledges deed for Nathaniel Pendleton,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/25/1872,December,Work in shop. evening went to Christmas tree,Winter Harbor,NA,Shop,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/26/1872,December,Splitting out pieces to make setees and made grindstone beneh,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/27/1872,December,Grinding tools in shop reed letter from Geo. A. Dyer,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,read,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/28/1872,December,Turning out setee legs,NA,NA,NA,NA,NA,NA,NA,NA,somewhat confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/29/1872,December,Took tea at Thomas Smallidge,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/30/1872,December,Commenced work on Jigsaw table wrote letter to Geo A Dyer Ins Agt,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
12/31/1872,December,Work on Jigsaw table,NA,NA,NA,NA,NA,NA,NA,NA,confident,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,1,NA,NA
01/01/1873,January,Quite pleasant work in shop on jig saw went to the Hall to a party in Evening,Winter Harbor,mentioned,Hall,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,quite pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
01/02/1873,January,The weather quite moderate work in shop on jigsaw,Winter Harbor,mentioned,Shop,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,moderate,NA,NA,quite moderate,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
01/03/1873,January,"Stormy, work in shop on jig saw",Winter Harbor,mentioned,Shop,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,stormy,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
01/04/1873,January,Pleasant the wind west work in shop finished the jig saw went to the of Lodge of Good Templars,Winter Harbor,mentioned,Lodge of Good Templars,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
01/05/1873,January,Morning pleasant afternoon Cloudy evening stormy. Took tea at Capt Peleg Tracy's,Winter Harbor,assumed,Peleg Tracy's House,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,plesant,cloudy,stormy,NA,NA,NA,NA,NA,SO,changed Tracys to Tracy's,DD,2,confident,NA
01/06/1873,January,Fair weather the wind West wrote a letter to C. C. Burrill. Geo. N. Loomis. Went on board Schr A. G. Brooks to see about putting a house on. Wrote letters to Geo. N. Loomis. C. C. Burrill,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,write,NA,"Charles C. Burrill, George N. Loomis",W,NA,NA,NA,NA,NA,fair,NA,NA,NA,NA,NA,NA,NA,SO,changed CC to C.C.,DD,2,confident,NA
01/07/1873,January,Went to Cranberry Isle in the schr Fremont Capt Elisher Bickford dinner on board tea at Joseph Bunker's Lodging at Enoch Stanley's The wind N.N.W and pleasant,"Winter Harbor, Cranberry Isles, Winter Harbor",assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NNW,NA,NA,pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,"changed Bunkers to Bunker's, changed Stanleys to Stanley's",DD,2,confident,NA
01/08/1873,January,The wind S.S.E and Chilly got Breakfast to Enoch Stanley's dinner at Joseph Bunker's tea at Enoch Stanley's Lodging at Joseph Bunker,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,SSE,NA,NA,NA,NA,NA,chilly,NA,NA,NA,NA,NA,NA,NA,SO,"changed Stanleys to Stanley's, changed Bunkers to Bunker's, changed Stanleys to Stanley's",DD,2,confident,NA
01/09/1873,January,The wind Eastward in fore noon and rainy afternoon S.W and cleared of breakfast at Joseph Bunker's dinner at Enoch Stanley Supper and Lodging at the same Evening made a call at Saml. Bunker's,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,W,WS,NA,NA,NA,NA,rainy,clear,NA,NA,NA,NA,NA,NA,SO,"changed Bunkers to Bunker's, changed Bunkers to Bunkers, assumed W fow Eastward am",DD,2,confident,NA
01/10/1873,January,The wind North West quite moderate breakfast at Nahum Spurlings dinner at Thomas Bunker's tea at Joseph Bunker's lodging at Thomas Bunker,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,quite moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,"changed Bunkers to Bunker's, changed Bunkers to Bunkers",DD,2,confident,NA
01/11/1873,January,The wind North West pleasant breakfast and dinner at Thomas Bunker. Bought the Schr Sea Flower of Thomas Bunker gave notes holden against Joseph Bunker $600 came home in dora Supper & Lodging at home. Recd letter from Geo. N. Loomis,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,read,George N. Loomis,NA,NW,NA,NA,pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
01/12/1873,January,The wind N.W and cold made a call at A. J. Gerrish,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
01/13/1873,January,The wind Eastward in morning clear worked around to the southward wrote letter to Perley. and Russell. mended furniture in forenoon. in afternoon write will for A.J. Gerrish,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,write,NA,Perley and Russel,W,N,NA,NA,NA,NA,clear,NA,NA,NA,NA,NA,NA,NA,SO,"assumed W for Eastward am, assumed N for Southward pm",DD,2,confident,NA
01/14/1873,January,The wind to the southward in morning worked on around N.N.W. in afternoon made wood box for parlor,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,N,NNW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,assumed N for Southward am,DD,2,confident,NA
01/15/1873,January,The wind Eastward and cold work in shop apart of the day witnessed the signing of A. J. Gerrish will,Winter Harbor,mentioned,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,SO,assumed W for Eastward am,DD,2,confident,NA
01/16/1873,January,The wind to the southward work in shop making settees for the hall,Winter Harbor,mentioned,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,assumed N for Southward am,DD,2,confident,NA
01/17/1873,January,The wind to the southward foggy and rainy work in shop making setees for the Hall,Winter Harbor,mentioned,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,"foggy, rainy",NA,NA,NA,NA,NA,NA,NA,SO,"changed fogy to foggy, changed & to and, assumed N for Southward am",DD,2,confident,NA
01/18/1873,January,The wind North East Cloudy and cold rain and hail in afternoon work in shop all day Recd circulars from,Winter Harbor,mentioned,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,"cloudy, cold rain",NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
01/19/1873,January,The wind south in forenoon in the afternoon W.S.W. Made a call at Thomas Smallidge's,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,S,WSW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,changed Smallidges to Smallidge's,DD,2,confident,NA
01/20/1873,January,The wind south warm and pleasant. Turned out a piece of Iron for Reuben Rand recd letters from C. C. Burrill. & Dresser and Ayer,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,read,George N. Loomis,NA,S,NA,NA,pleasant,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
01/21/1873,January,The wind very moderate very light snow made pump box for James Stevens,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,very moderate,NA,NA,light snow,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
01/22/1873,January,Moderate and rain in the forenoon . afternoon the wind North West and cold work in shop on settees,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NA,NW,NA,moderate,NA,NA,rain,cold,NA,NA,NA,NA,NA,NA,SO,changed setees to settees,DD,2,confident,NA
01/23/1873,January,The wind N.W. quite moderate made pump box and belaying pins for James Stevens,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,quite moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
01/24/1873,January,The wind North East very cold with snow work in shop Thundered and Lightened heavy in the evening,Winter Harbor,mentioned,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,"very cold, snow",NA,"thunder, lightning",NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
01/25/1873,January,The wind N.W quite cold work in shop finished three settees went to the Lodge of Good Templars in the evening,Winter Harbor,mentioned,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,quite cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
01/26/1873,January,The wind North west very warm and moderate staid at home,Winter Harbor,mentioned,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,moderate,NA,NA,very warm,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
01/27/1873,January,The wind N.E moderate with snow. Wrote Warranty deed for A. J. Gerrish,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,moderate,NA,NA,snow,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
01/28/1873,January,The wind North West quite cold in forenoon afternoon moderate. Work in shop making bow drill,Winter Harbor,mentioned,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,moderate,NA,quite cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
01/29/1873,January,The wind Northwest cold made gun screw for J. F. Kingsley,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
01/30/1873,January,Light wind NorthE cold finishing gun stock,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,light,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
01/31/1873,January,"The wind North West and warm,commenced making window frames for George Sargent",Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/01/1873,February,Calm and very moderate wrote letter to G. Hodgkins Lamoine work on window frames in shop for Geo. Sargent went to Lodge of good Templars Installed officers,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,"calm, very moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/02/1873,February,Wind N.W and very cold went in Temprance Lecture by Mrs. Shepherd,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,very cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/03/1873,February,Making window frames for Geo. Sargent. The wind south quite cold,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,quite cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/04/1873,February,The wind to the South and warm putting framed together in forenoon,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,SO,changed together to together,DD,2,confident,NA
02/05/1873,February,Went to Ellsworth to probate Court found it postponed dinner at Coombs dinning saloon supper and lodging at home the wind North moderate and warm John Shaw hauled one load of wood,"Winter Harbor, Ellsworth, Winter Harbor",mentioned,NA,NA,NA,not mentioned,NA,not mentioned,NA,1.0,load,wood,no letter,NA,NA,N,NA,NA,moderate,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/06/1873,February,Went up the stream cutting wood for home use took dinner with me supper at home. The wind S.W. warm,Winter Harbor,mentioned,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/07/1873,February,The wind S E warm and pleasant in forenoon. in the afternoon cooler. Work in the woods took my dinner had one load wood hauled by J. Shaw,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,1.0,load,wood,no letter,NA,NA,SE,NA,NA,pleasant,NA,NA,warm,cool,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/08/1873,February,The wind NE with slate storm cleared of with the wind N.W. and warm worked in shop made crank for jig saw put on new belt had one load wood hauled by J. Shaw. reed letter from Reg. of deeds one from Hale and Emery,Winter Harbor,mentioned,NA,NA,NA,not mentioned,NA,not mentioned,NA,1.0,load,wood,read,"Reg. of Deeds, Hale and Emery",NA,NE,NW,NA,NA,NA,NA,storm,warm,NA,NA,NA,NA,NA,NA,SO,changes clearedof to cleared of,DD,2,confident,NA
02/09/1873,February,The wind. N.W and warm staid at home,Winter Harbor,mentioned,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/10/1873,February,The wind N.W. and Extremely cold work in shop in forenoon making door frames Went to Capt T. R. Hammond's navigation school in evening,Winter Harbor,mentioned,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,extremely cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/11/1873,February,The wind N.W in forenoon went up the stream cutting fire wood had one load hauled by John Shaw in the afternoon the wind out south and snow came at night,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,1.0,load,wood,no letter,NA,NA,NW,S,NA,NA,NA,NA,NA,NA,snow,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/12/1873,February,The wind N.N.E moderate work in the woods cutting firewood had one load hauled came out at night,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,1.0,load,wood,no letter,NA,NA,NNE,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/13/1873,February,The wind N by E cold went on board Mary Lee Newton. me asured posts for monkey rail,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/14/1873,February,The wind N.W very cold in morning more moderate in afternoon turned two posts for rail for Mary Lee Newton capston bar for schr Roamer,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,very cold,moderate,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/15/1873,February,The wind W.S.W. morning cold very moderate in afternoon. finished door frames for Geo. Sargent Turning and jigsawing Organ stool etc. for Reuben Rand,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,WSW,NA,NA,NA,very moderate,NA,cold,NA,NA,NA,NA,NA,NA,NA,SO,changed &c to etc.,DD,2,confident,NA
02/16/1873,February,The wind southernly snowed in evening staid at home,Winter Harbor,mentioned,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,snow,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/17/1873,February,Work in shop making sash for John Shaw. The wind N.E clear weather,Winter Harbor,mentioned,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,clear,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/18/1873,February,The wind N.E. clear and moderate. Work in shop in forenoon on sash in the afternoon went to Whites landing after boat timbers recd $22.00 of Jennie Tracy on G. W. Tracy's note,"Winter Harbor, Whites Landing, Winter Harbor",assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,moderate,NA,NA,clear,NA,NA,NA,NA,NA,NA,NA,SO,"changed & to and, changed Tracys to Tracy's",DD,2,confident,NA
02/19/1873,February,The wind S.E snow by spells work in shop repairing boat for the schr Virgin begun to timber her out wrote letter to C. Stevens,Winter Harbor,mentioned,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,write,NA,Chester Stevens,SE,NA,NA,NA,NA,NA,snow spells,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/20/1873,February,The wind N.W blustering work in shop on yawl boat,Winter Harbor,mentioned,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,blustering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/21/1873,February,The wind very moderate or calm work in shop on boat. Recd letter from Thomas Bunker Cranberry Isles,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,read,Thomas Bunker,NA,NA,NA,NA,"very moderate, calm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/22/1873,February,The wind N. blow heavy great abundance of snow fell work in shop on boat J. F. Kingsley finish sash for John Shaw,Winter Harbor,mentioned,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,heavy blow,NA,NA,snow,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/23/1873,February,The wind W. blow heavy,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,heavy blow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/24/1873,February,The wind N.W cold work on the road in the forenoon clearing out snow. in the afternoon gunning and work in the shop,Winter Harbor,mentioned,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/25/1873,February,The wind W. quite cold finished the schr Virgins boat. Went to Hall Meeting in evening and was chosen treasurer for the ensuing year,Winter Harbor,mentioned,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,NA,NA,quite cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/26/1873,February,The wind N.N.E moderate paid the dividends of Atlantic Hall to 20 stockholders,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NNE,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
02/27/1873,February,Calm untill evening then the wind to the eastward. Made a modle for a boat for A Newman,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NA,NA,W,calm,calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,assumed W for Eastward am,DD,2,confident,NA
02/28/1873,February,The wind N.E chilly made saw horse and wood saw frame for Thomas Smallidge,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,chilly,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
03/01/1873,March,The wind North and warm filed wood saw for Ambrose Bourgett made shoe for the A. G. Brooks anchor went to Lodge of Good Templars,Winter Harbor,assumed,NA,NA,NA,not mentioned,NA,not mentioned,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,SO,NA,DD,2,confident,NA
